Question ID,Question Text,Response Text,Min Agreement Rate,44+,55+,Africa,Asia,Central America,Central Asia,Eastern Africa,Eastern Asia,Eastern Europe,Europe,North America,Norther Europe,Northern Africa,Northern America,O2: 18-25,O2: 26-35,O2: 36-45,O2: 46-55,O2: 56-65,O3: Female,O3: Male,O4: Rural,O4: Suburban,O4: Urban,O5: Equally concerned and excited,O5: More concerned than excited,O5: More excited than concerned,O6: Buddhism,O6: Christianity,O6: Hinduism,O6: I do not identify with any religious group or faith,O6: Islam,O6: Judaism,O6: Other religious group,South America,South Eastern Asia,Souther Asia,Southern Europe,Western Asia,Western Europe
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"First, because artificial intelligence should be as neutral and unbiased as possible.",0.4800,0.5700,0.5400,0.6600,0.6600,0.8800,0.7300,0.6800,0.6800,0.7100,0.6100,0.6200,0.5900,0.5800,0.5500,0.6700,0.6400,0.6600,0.5800,0.5200,0.6400,0.6600,0.7100,0.6400,0.6400,0.6400,0.6000,0.6800,0.4800,0.6800,0.6600,0.6300,0.6300,0.6500,0.5500,0.6300,0.6600,0.6300,0.5800,0.6700,0.5700
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,Scenario 1. Because trying to gather opinions of people who do not understand well the ethical issues and politics concerning the ai product is hard ,0.4800,0.5900,0.5700,0.6500,0.6400,0.8800,0.7300,0.6600,0.6400,0.7400,0.6100,0.6400,0.6200,0.5800,0.5800,0.6500,0.6400,0.6500,0.6000,0.5700,0.6400,0.6500,0.7400,0.6400,0.6200,0.6300,0.6000,0.6600,0.4800,0.6800,0.6700,0.6100,0.6500,0.6000,0.5000,0.6200,0.6400,0.6400,0.5000,0.6400,0.5700
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Second, since decisions would be made based on opinions of all kinds, if we limit opinions to a few, in the end our opinions will be of no use to us and we will be less human than machines.",0.4800,0.5300,0.5400,0.6800,0.6000,0.8800,0.8000,0.6900,0.5900,0.6500,0.6300,0.6600,0.6200,0.7000,0.6200,0.6700,0.6300,0.6000,0.5200,0.4800,0.6200,0.6300,0.6400,0.6100,0.6300,0.6500,0.4800,0.6200,0.5800,0.6400,0.5900,0.6100,0.6400,0.5500,0.7500,0.5300,0.6400,0.5900,0.6700,0.5300,0.6000
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,Scenario 1. Scenario 2 would slow down the development of AI capability by including non experts in for decision making. ,0.4800,0.5300,0.5400,0.6300,0.6100,0.8100,0.8700,0.6600,0.6600,0.6500,0.6100,0.6300,0.5600,0.5500,0.5800,0.6600,0.6000,0.6100,0.5200,0.4800,0.6400,0.5900,0.6400,0.6200,0.6000,0.6300,0.5000,0.6100,0.5200,0.6500,0.5800,0.6100,0.5800,0.6500,0.5500,0.5000,0.6500,0.5600,0.5400,0.5600,0.6900
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"Option 2, because less regulation would bring chaos",0.4800,0.5200,0.5400,0.6100,0.5900,0.8800,0.8000,0.6200,0.6200,0.5500,0.5600,0.6800,0.5300,0.5800,0.6400,0.6600,0.5800,0.5700,0.5100,0.4800,0.5900,0.6100,0.6100,0.6200,0.5800,0.6200,0.5000,0.5900,0.5800,0.6100,0.5800,0.6000,0.5800,0.7000,0.5500,0.5000,0.6000,0.5500,0.5400,0.6400,0.6300
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,I don’t have a preference for either they both have large weaknesses that I find unappealing. Why should lay people have input in making something like vaccines? And why is regulation and oversight considered bad?,0.4800,0.5000,0.5400,0.5000,0.5100,0.6900,0.5300,0.5100,0.5200,0.5200,0.5800,0.6500,0.5600,0.4800,0.6400,0.5800,0.5100,0.5000,0.4900,0.4800,0.5300,0.5200,0.5700,0.5200,0.5300,0.5500,0.4800,0.5200,0.6100,0.5200,0.4800,0.5400,0.5100,0.7000,0.7000,0.5000,0.5100,0.4800,0.6300,0.6000,0.6300
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,2. Decisions about AI should be made by users,0.4700,0.5900,0.5400,0.7100,0.5900,0.9400,0.4700,0.7400,0.6100,0.6100,0.6700,0.6700,0.7600,0.6400,0.6100,0.6400,0.6400,0.6400,0.6100,0.6200,0.6200,0.6500,0.6400,0.6000,0.6500,0.6500,0.5600,0.6400,0.5500,0.6600,0.6200,0.6400,0.6000,0.6500,0.6500,0.5700,0.6100,0.5800,0.6700,0.5600,0.6300
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"None. A company having 50% of AI models is already problematic enough, as it will inevitably steer its decisions in its favor.",0.4700,0.5500,0.6100,0.5700,0.5900,0.7500,0.8700,0.5900,0.6100,0.7100,0.6000,0.5800,0.4700,0.4800,0.5400,0.6200,0.5600,0.6100,0.5400,0.5700,0.6100,0.5800,0.6000,0.6000,0.5900,0.6100,0.5300,0.5800,0.4800,0.6100,0.5600,0.5900,0.5800,0.7000,0.5000,0.6000,0.6000,0.5400,0.5800,0.6900,0.6600
eb87f6c5-a2de-49f2-a1a5-5efd42cd19bf,Would you prefer Scenario 1 or 2? Please explain what makes one of these scenarios better to you than the other.,"A mix. Scenario 2 is what I would prefer but again this input would be use to the ai so if we're just taking anyone, they could potentially gave a misleading input. So regulations are needed. If not then probably just stick to the usual like scenario 1",0.4600,0.6100,0.5400,0.6000,0.6400,0.8100,0.8000,0.6300,0.6700,0.7400,0.6000,0.6200,0.6200,0.4800,0.5700,0.6600,0.6100,0.6100,0.6300,0.5200,0.6300,0.6200,0.6700,0.6400,0.6100,0.6300,0.5800,0.6300,0.5800,0.6600,0.6100,0.5800,0.6300,0.7000,0.6000,0.6300,0.6300,0.6000,0.4600,0.6700,0.5700
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,Some people waste a lot of time deicidng stocks and shares. It is their free will if they want to risk losing money. I presume there will be guidelines as to how much money AI can buy or sell.,0.6100,0.7200,0.7800,0.6700,0.6900,0.6900,0.7300,0.6800,0.6600,0.6100,0.6800,0.7400,0.6800,0.6700,0.7600,0.7000,0.6900,0.6400,0.7000,0.8000,0.7300,0.6500,0.7300,0.6900,0.6800,0.7100,0.6800,0.6500,0.7400,0.6900,0.7000,0.6800,0.6700,0.6300,0.6500,0.6300,0.7100,0.7000,0.6300,0.6600,0.7700
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"It's the user's money, he should have a say, but if he trusts the AI accepts the risk, fine too. People trust brokers to make decisions for them at times without consulting them too.",0.6000,0.7700,0.7000,0.6700,0.7000,0.8100,0.6700,0.6700,0.6700,0.7100,0.7400,0.8300,0.7100,0.7300,0.8200,0.6800,0.7200,0.6800,0.7900,0.7000,0.7300,0.6800,0.7300,0.7500,0.6900,0.7100,0.6500,0.7200,0.7100,0.6800,0.7100,0.7100,0.7400,0.6300,0.7500,0.6000,0.7400,0.7200,0.7500,0.6600,0.8000
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"I don't think this gonna work, some users need specific needs of their own so AI cant give the things to needs of people",0.6000,0.7100,0.7800,0.7000,0.6900,0.8100,0.6000,0.7000,0.7000,0.6800,0.7100,0.7800,0.6200,0.7300,0.7700,0.7100,0.7100,0.6500,0.6800,0.8500,0.7500,0.6600,0.7100,0.7100,0.6900,0.7200,0.6600,0.6800,0.8100,0.7000,0.6800,0.7000,0.7100,0.6300,0.7500,0.6400,0.7100,0.6800,0.7100,0.6800,0.8300
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"This decision is up to people because AI agents can be programmed to lose and the data does not always represent market sentiment, which can change depending on some news.",0.6000,0.7300,0.7800,0.6900,0.7000,0.8800,0.7300,0.7000,0.7000,0.6500,0.7300,0.7800,0.6800,0.7000,0.7600,0.7000,0.6900,0.6800,0.7200,0.7500,0.7200,0.6900,0.7600,0.7200,0.6800,0.7300,0.6700,0.6600,0.7700,0.7000,0.7000,0.7000,0.6800,0.6300,0.7000,0.6000,0.7200,0.6900,0.7100,0.6600,0.8900
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,the user must be informed before implementing the AI buying and selling strategy,0.6000,0.7700,0.7400,0.6700,0.6900,0.8100,0.6700,0.6700,0.6800,0.6800,0.7100,0.8200,0.6800,0.6700,0.8100,0.6600,0.7100,0.6700,0.7800,0.7500,0.7100,0.6800,0.7000,0.7300,0.6800,0.7000,0.6100,0.7100,0.6800,0.6800,0.7000,0.7000,0.7100,0.6300,0.7000,0.6000,0.6700,0.7100,0.6700,0.6600,0.8000
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"AI is the tool and can make recommendations, but it should not be able to unilaterally make a decision for the user unless explicitly told otherwise. ",0.5800,0.7700,0.7800,0.7000,0.7500,0.8100,0.6000,0.7200,0.7800,0.7400,0.7700,0.8500,0.7400,0.6700,0.8600,0.7300,0.7700,0.7100,0.7700,0.8000,0.7800,0.7200,0.7600,0.7500,0.7500,0.7600,0.7400,0.7400,0.9000,0.7200,0.7800,0.7600,0.7300,0.5800,0.9000,0.6900,0.7100,0.7700,0.7100,0.7000,0.8600
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"This is a type of question that should be answered by humans, but AI can help with decision making. ",0.5800,0.7800,0.8100,0.7200,0.7400,0.8100,0.7300,0.7200,0.7700,0.7700,0.7900,0.8200,0.7400,0.7300,0.8100,0.7400,0.7400,0.7400,0.7700,0.8000,0.7700,0.7200,0.7700,0.7600,0.7400,0.7500,0.7100,0.7400,0.8700,0.7200,0.7600,0.7700,0.7100,0.5800,0.9000,0.6900,0.7100,0.7500,0.6300,0.6800,0.9700
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,AI agents need to take permission from users before they take any decisions as it involves financial risks.,0.5800,0.7800,0.8100,0.7000,0.7400,0.8100,0.6000,0.7200,0.7800,0.7400,0.7700,0.8400,0.7400,0.6400,0.8500,0.7200,0.7700,0.7100,0.7700,0.8000,0.7800,0.7100,0.7400,0.7500,0.7400,0.7500,0.7300,0.7300,0.9000,0.7200,0.7800,0.7600,0.7100,0.5800,0.9000,0.6700,0.6800,0.7600,0.7100,0.7000,0.8900
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,"AI should and can be made to trust making financial decisions based on human inputs. For example a particular stock selected by AI can be purchased based on the input it is given. When AI are allowed to take decisions based on human input. The human input will be something like : using a particular indicator say EMA9 crosses above EMA15 then it can buy the stock. For any human beings it is difficult to access all the stock where which indicator is being positive, but AI once tunned can do it.",0.5800,0.7900,0.8100,0.6900,0.7500,0.8100,0.6700,0.7000,0.7500,0.7400,0.7700,0.8200,0.7400,0.6700,0.8100,0.7200,0.7500,0.7000,0.7800,0.8000,0.7600,0.7200,0.7600,0.7700,0.7200,0.7500,0.7100,0.7300,0.8100,0.7000,0.7800,0.7600,0.7400,0.5800,0.8500,0.6400,0.7600,0.7600,0.7100,0.6800,0.8600
fc1af587-5ded-4cbb-920a-52bea75ac0d8,Please explain whether you agree or disagree and why.,Something like this should only be possible if the user has authorised the decisions and the AI chatbot cannot act without the user's permission.,0.5800,0.7200,0.7800,0.7100,0.7200,0.8800,0.6000,0.7200,0.7300,0.7100,0.7500,0.8300,0.7100,0.7600,0.8100,0.7400,0.7500,0.6900,0.7100,0.8000,0.7800,0.6900,0.7600,0.7700,0.7100,0.7500,0.7000,0.7100,0.9000,0.7200,0.7600,0.7300,0.7100,0.5800,0.8000,0.7200,0.7400,0.7200,0.7500,0.6100,0.8300
