Question ID,Question Text,Category,Tag,N Responses,Avg Agreement (All),Median Agreement (All),Proportion Positive Sentiment,Proportion Negative Sentiment,All (Frequency),Do you feel like you understand yourself better after participating in this conversation?: -- (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Maybe a little (Frequency),Do you feel like you understand yourself better after participating in this conversation?: No (Frequency),Do you feel like you understand yourself better after participating in this conversation?: Yes (Frequency),"Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): -- (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Mostly – I was able to mostly express my views on these topics, but did not have the chance to express a few things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): No – I was unable to express my views on these topics, and did not have the chance to express most things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Somewhat – I was able to somewhat express my views on these topics, but did not have the chance to express many things. (Frequency)","Do you feel you were able to fully express your views on your culture, your values, and what you want for the future in this conversation? (through what you responded and how you voted): Yes – I was able to fully express my views on these topics (Frequency)",How old are you?: 18-25 (Frequency),How old are you?: 26-35 (Frequency),How old are you?: 36-45 (Frequency),How old are you?: 46-55 (Frequency),How old are you?: 56-65 (Frequency),How old are you?: 65+ (Frequency),"Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: Equally concerned and excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More concerned than excited (Frequency)","Overall, would you say the increased use of artificial intelligence (AI) in daily life makes you feel…: More excited than concerned (Frequency)",Please select your preferred language:: Arabic (Frequency),Please select your preferred language:: Chinese (China) (Frequency),Please select your preferred language:: English (Frequency),Please select your preferred language:: French (Frequency),Please select your preferred language:: Hindi (Frequency),Please select your preferred language:: Portuguese (Brazil) (Frequency),Please select your preferred language:: Russian (Frequency),Please select your preferred language:: Spanish (Frequency),What best describes where you live?: Rural (Frequency),What best describes where you live?: Suburban (Frequency),What best describes where you live?: Urban (Frequency),What is your gender?: Female (Frequency),What is your gender?: Male (Frequency),What is your gender?: Non-binary (Frequency),What is your gender?: Other / prefer not to say (Frequency),What religious group or faith do you most identify with?: Buddhism (Frequency),What religious group or faith do you most identify with?: Christianity (Frequency),What religious group or faith do you most identify with?: Hinduism (Frequency),What religious group or faith do you most identify with?: I do not identify with any religious group or faith (Frequency),What religious group or faith do you most identify with?: Islam (Frequency),What religious group or faith do you most identify with?: Judaism (Frequency),What religious group or faith do you most identify with?: Other religious group (Frequency),What religious group or faith do you most identify with?: Sikhism (Frequency)
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,Social and Family Dynamics,Respect for elders and hierarchy,16,0.5294,0.5300,0.1250,0.0000,16,0,3,0,13,0,3,0,0,13,9,5,0,1,1,0,9,2,5,1,0,14,0,1,0,0,0,1,5,10,9,7,0,0,0,7,5,2,2,0,0,0
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,Uncategorized,Other,111,0.5343,0.5500,0.1351,0.0541,111,0,42,5,64,0,35,0,9,67,28,49,19,9,6,0,46,10,55,3,16,75,3,0,3,4,7,11,30,70,51,60,0,0,5,41,10,32,15,3,4,1
be954f04-5ef3-428c-97a7-cd0fa44ad182,Is there anything about your life or your cultures that you would like your AI to know about you?,Uncategorized,Uninformative answer,396,0.4953,0.4700,0.0404,0.5328,396,0,155,53,188,0,112,1,18,265,115,179,64,30,6,2,227,45,124,6,32,290,4,1,14,22,27,34,118,244,202,182,8,4,12,137,36,135,58,8,9,1
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Contextual Flexibility,Flexibility in Response Style,40,0.5350,0.5400,0.0000,0.0250,40,5,15,4,16,5,7,0,0,28,10,16,10,4,0,0,20,3,17,0,2,32,1,0,1,0,4,1,8,31,15,25,0,0,1,15,4,13,5,0,2,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Contextual Flexibility,Importance of Context in Responses,39,0.5377,0.5400,0.0000,0.0000,39,7,14,4,14,7,11,0,2,19,11,17,6,4,1,0,21,5,13,0,2,26,1,0,1,5,4,1,8,30,18,21,0,0,0,9,5,20,4,1,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Focus on Specific Topics or Expertise,Expertise in Specific Fields,24,0.5367,0.5500,0.0833,0.0000,24,2,11,1,10,2,10,0,1,11,8,15,1,0,0,0,14,1,9,0,2,20,0,0,0,0,2,0,4,20,10,14,0,0,2,7,4,9,1,0,0,1
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Focus on Specific Topics or Expertise,Focus on Certain Topics or Areas of Expertise,503,0.5241,0.5200,0.0278,0.0139,503,63,165,34,241,63,144,1,16,279,168,213,75,34,11,2,264,60,179,9,39,364,2,4,19,18,48,29,133,341,251,245,5,2,14,165,65,148,80,13,15,3
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Focus on Specific Topics or Expertise,Focus on Professional and Academic Topics,10,0.5080,0.5000,0.0000,0.0000,10,1,3,2,4,1,6,0,0,3,2,4,2,0,2,0,5,2,3,1,0,7,0,0,1,0,1,0,3,7,5,5,0,0,1,2,1,2,3,0,1,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Focus on Specific Topics or Expertise,Focus on Technical and Scientific Topics,14,0.5286,0.5400,0.1429,0.0000,14,4,3,2,5,4,1,0,1,8,7,2,3,2,0,0,5,3,6,0,1,11,0,0,0,0,2,0,3,11,7,7,0,0,0,7,1,5,1,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Focus on Specific Topics or Expertise,Focus on User-Directed Topics,9,0.5222,0.5200,0.0000,0.0000,9,0,6,2,1,0,3,0,0,6,3,2,2,2,0,0,5,1,3,0,0,7,0,0,0,1,1,2,2,5,5,3,1,0,0,1,0,5,1,2,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Formality and Tone,Balance of Formality and Casualness,79,0.5359,0.5400,0.0000,0.0000,79,8,27,9,35,8,24,0,5,42,23,28,16,9,3,0,52,5,22,0,3,66,1,0,0,3,6,1,26,52,44,33,1,1,1,24,11,28,11,2,1,1
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Formality and Tone,Casual Tone for Friendly Interaction,13,0.5277,0.5400,0.1538,0.0000,13,2,5,0,6,2,2,0,3,6,6,6,1,0,0,0,7,0,6,1,2,9,0,0,1,0,0,2,3,8,4,9,0,0,0,2,3,5,3,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Formality and Tone,Formality vs. Casualness in Responses,316,0.5247,0.5300,0.0538,0.0190,316,37,112,26,141,37,86,0,13,180,101,135,52,22,5,1,169,28,119,6,25,234,1,1,16,10,23,22,83,211,161,152,2,1,9,114,36,81,51,11,12,2
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Formality and Tone,Preference for Casual Responses,197,0.5218,0.5200,0.0508,0.0102,197,18,72,20,87,18,44,1,9,125,57,84,33,18,4,1,103,21,73,5,11,155,5,1,5,4,11,19,57,121,102,92,2,1,8,71,26,58,29,4,1,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Formality and Tone,Preference for Formal Responses,233,0.5223,0.5200,0.0343,0.0172,233,30,82,17,104,30,63,0,7,133,81,103,31,13,3,2,103,39,91,4,23,153,0,2,10,10,31,12,57,164,122,109,2,0,6,74,27,84,32,5,4,1
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Level of Detail in Responses,Balancing Detailed and Concise Responses,38,0.5305,0.5300,0.0000,0.0000,38,6,17,1,14,6,11,0,2,19,10,20,4,4,0,0,28,3,7,0,0,32,1,0,0,2,3,1,12,25,21,17,0,0,1,8,7,12,6,4,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Level of Detail in Responses,Detailed Explanations vs. Straight to the Point,603,0.5228,0.5200,0.0498,0.0166,603,71,198,39,295,71,144,0,23,365,201,256,95,40,11,0,345,60,198,16,42,458,4,2,22,19,40,35,151,417,303,292,5,3,13,218,82,147,111,13,16,3
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Level of Detail in Responses,Direct and Concise Answers,211,0.5215,0.5200,0.0379,0.0237,211,22,82,26,81,22,58,1,9,121,49,92,44,19,3,4,99,39,73,3,20,152,7,1,5,7,16,20,61,130,112,96,3,0,6,63,23,78,27,6,7,1
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Level of Detail in Responses,Providing Examples and Context,12,0.5383,0.5500,0.0000,0.0000,12,1,2,1,8,1,3,0,2,6,2,5,4,1,0,0,4,0,8,0,2,9,0,0,0,1,0,1,3,8,8,4,0,0,0,6,0,5,1,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Level of Detail in Responses,Providing Summaries and Detailed Explanations,27,0.5270,0.5300,0.0370,0.0000,27,4,5,3,15,4,8,0,1,14,8,13,4,1,1,0,16,3,8,0,2,19,0,0,1,1,4,0,9,18,15,12,0,0,1,14,3,7,2,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Professionalism and Clarity,Professionalism and Clarity in Responses,12,0.5325,0.5500,0.2500,0.0000,12,2,4,1,5,2,4,0,0,6,2,8,2,0,0,0,8,1,3,0,2,7,0,0,0,1,2,0,3,9,7,5,0,0,2,2,2,6,0,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Professionalism and Clarity,Providing Clear and Understandable Explanations,10,0.5220,0.5300,0.1000,0.1000,10,1,4,0,5,1,2,0,1,6,4,4,1,1,0,0,6,1,3,0,0,8,0,0,0,1,1,0,2,8,6,4,0,0,1,4,1,1,1,0,2,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role Adaptability Based on Context,78,0.5415,0.5500,0.0000,0.0128,78,9,32,4,33,9,23,0,2,44,21,30,16,11,0,0,48,6,24,0,8,56,0,0,0,6,8,3,20,55,36,41,0,1,1,20,13,27,13,1,0,3
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of a Coach in Guidance,27,0.5300,0.5300,0.0370,0.0000,27,2,8,1,16,2,10,0,0,15,3,13,6,4,1,0,17,1,9,0,0,25,0,0,2,0,0,1,10,16,13,14,0,0,2,12,7,3,3,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of a Friend in Interaction,24,0.5179,0.5200,0.0833,0.0000,24,4,8,1,11,4,2,0,2,16,7,9,5,2,0,1,16,0,8,1,2,17,2,1,0,0,1,1,5,18,10,14,0,0,1,10,3,5,5,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of a Mentor or Guide,16,0.5369,0.5500,0.0625,0.0000,16,2,6,0,8,2,6,0,0,8,6,5,2,3,0,0,9,2,5,0,2,13,0,0,1,0,0,1,3,12,10,6,0,0,2,7,1,4,1,0,1,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of a Researcher in Information Gathering,6,0.5150,0.5150,0.0000,0.0000,6,0,1,2,3,0,1,0,0,5,1,1,4,0,0,0,3,1,2,0,0,5,0,0,0,0,1,0,1,5,4,2,0,0,0,4,0,1,0,0,1,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of a Teacher in Explanations,68,0.5181,0.5100,0.0882,0.0000,68,6,19,1,42,6,20,0,3,39,24,33,6,2,3,0,34,8,26,2,2,48,2,0,3,2,9,7,16,45,36,31,1,0,4,35,9,10,10,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of an Assistant in Task Management,8,0.5525,0.5550,0.0000,0.0000,8,0,2,1,5,0,5,0,0,3,2,4,2,0,0,0,5,1,2,0,0,7,0,0,0,0,1,0,1,7,4,4,0,0,0,0,1,4,3,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,Role of an Editor in Feedback,13,0.5238,0.5300,0.1538,0.0000,13,2,4,1,6,2,2,0,0,9,5,4,1,2,0,1,7,4,2,1,0,10,0,0,0,1,1,1,3,9,7,6,0,0,1,4,2,1,4,0,1,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Role Adaptability,"Specific Roles (e.g., Teacher, Coach, Editor)",375,0.5246,0.5200,0.0293,0.0000,375,50,124,21,180,50,96,0,8,221,126,161,53,28,7,0,204,32,139,11,22,275,2,4,18,11,32,16,95,264,186,186,3,0,9,135,56,94,61,5,12,3
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Uncategorized,Other,17,0.5112,0.5200,0.1765,0.0588,17,3,3,0,11,3,6,0,2,6,1,8,4,4,0,0,9,2,6,0,0,17,0,0,0,0,0,2,3,12,3,14,0,0,0,7,5,1,4,0,0,0
c67e414e-a02f-4ef5-a26a-68553a1df15f,"When you work with an AI assistant, would you prefer it to: 
Be more formal or casual in its responses?
Provide detailed explanations or get straight to the point?
Take on a specific role (like a teacher, editor, or coach)?
Focus on certain topics or areas of expertise?",Uncategorized,Uninformative answer,43,0.4907,0.4900,0.1163,0.0465,43,8,12,5,18,8,13,0,2,20,14,20,5,3,1,0,23,7,13,0,5,38,0,0,0,0,0,5,12,26,24,15,1,3,0,17,5,12,8,0,0,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Communication and Listening,Ability to build strong relationships,12,0.7533,0.7700,0.5833,0.0000,12,1,2,3,6,1,5,0,1,5,2,3,0,3,3,1,8,3,1,0,0,10,0,0,1,0,1,1,1,10,8,3,1,0,1,4,2,3,1,0,1,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Communication and Listening,Effective communication skills,73,0.6925,0.7100,0.6575,0.0000,73,2,36,6,29,2,22,0,3,46,23,32,8,8,2,0,39,9,25,0,1,50,1,0,5,4,12,4,18,51,40,32,1,0,0,28,4,29,9,1,2,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Communication and Listening,Empathy and active listening,169,0.7163,0.7500,0.6627,0.0118,169,5,65,9,90,5,52,0,6,106,50,77,23,15,4,0,97,15,57,0,3,143,1,1,9,2,10,8,42,119,96,72,1,0,3,57,38,41,20,4,5,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Cultural and Community Understanding,Ability to relate to others' experiences,11,0.6791,0.7100,0.5455,0.0000,11,1,4,0,6,1,3,0,1,6,5,5,0,1,0,0,2,0,9,0,0,10,0,0,0,0,1,3,1,7,7,4,0,0,0,6,1,2,2,0,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Cultural and Community Understanding,Cultural understanding and respect,63,0.6548,0.7100,0.5556,0.0159,63,5,19,1,38,5,17,0,2,39,24,20,11,7,1,0,39,3,21,0,5,51,0,2,1,0,4,7,11,45,33,29,1,0,1,25,14,12,9,1,0,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Cultural and Community Understanding,Respect for community values,36,0.6658,0.7550,0.5833,0.0000,36,4,13,0,19,4,10,0,2,20,10,18,6,2,0,0,25,2,9,0,0,33,0,0,0,0,3,0,10,26,19,17,0,0,0,15,10,4,5,0,1,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Experience and Expertise,Ability to provide factual and evidence-based advice,79,0.6173,0.6400,0.2911,0.0633,79,3,32,7,37,3,19,0,4,53,21,39,13,5,1,0,36,16,27,1,2,54,0,1,3,7,11,1,20,58,44,33,1,1,1,28,10,26,13,0,1,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Experience and Expertise,Experience and wisdom,198,0.6161,0.6400,0.5303,0.0051,198,2,66,26,104,2,60,1,9,126,55,85,37,15,4,2,100,26,72,5,9,151,3,0,11,10,9,15,49,134,106,90,2,0,5,79,24,48,29,4,6,3
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Experience and Expertise,Knowledge and expertise,227,0.6514,0.6700,0.6167,0.0000,227,5,86,18,118,5,63,1,16,142,60,105,41,18,3,0,115,20,92,3,13,157,3,2,11,15,23,16,50,161,120,104,2,1,8,73,33,66,33,7,6,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Ability to admit mistakes,19,0.6642,0.7000,0.1053,0.0000,19,0,8,1,10,0,4,0,1,14,5,8,6,0,0,0,7,3,9,0,0,15,0,0,0,2,2,0,3,16,14,4,0,1,1,7,3,7,1,0,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Accountability and responsibility,21,0.6600,0.7100,0.5238,0.0000,21,0,8,0,13,0,10,0,0,11,7,11,2,1,0,0,12,2,7,0,3,16,0,0,0,0,2,0,8,13,15,6,0,0,1,11,4,4,0,1,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Confidentiality and privacy,40,0.7103,0.7500,0.4750,0.0500,40,0,14,4,22,0,7,0,2,31,10,15,6,6,3,0,24,2,14,0,1,36,1,0,1,1,0,2,9,29,18,21,1,0,1,15,9,7,7,1,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Honesty and integrity,344,0.6514,0.6950,0.6453,0.0436,344,9,104,22,209,9,95,0,10,230,111,136,56,32,8,1,193,34,117,5,30,272,3,2,4,8,20,27,97,220,172,167,2,3,6,143,43,73,69,3,6,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Moral and ethical behavior,49,0.6043,0.6100,0.5306,0.0000,49,0,12,3,34,0,16,0,0,33,13,23,9,4,0,0,28,5,16,2,3,38,0,1,3,0,2,2,17,30,26,23,0,0,1,27,4,5,11,0,0,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Integrity and Ethics,Transparency and openness,67,0.6954,0.7400,0.4925,0.0299,67,3,29,3,32,3,16,0,4,44,16,32,11,6,2,0,36,7,24,1,1,49,1,0,2,3,10,1,22,44,34,30,2,1,3,26,11,16,7,1,3,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Objectivity and Fairness,Ability to provide multiple perspectives,19,0.6600,0.6700,0.2632,0.1053,19,0,10,2,7,0,6,0,2,11,2,11,3,2,1,0,13,2,4,0,2,14,0,0,0,3,0,0,7,12,15,4,0,0,0,6,1,8,3,1,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Objectivity and Fairness,Inclusivity and fairness,36,0.5817,0.6000,0.4722,0.0278,36,2,18,1,15,2,14,0,3,17,13,11,6,6,0,0,22,2,12,0,7,27,0,1,1,0,0,1,10,25,18,18,0,0,1,9,6,14,3,1,2,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Objectivity and Fairness,Unbiased and objective advice,70,0.6706,0.7000,0.4143,0.0714,70,0,30,5,35,0,19,0,2,49,21,26,15,7,1,0,44,3,23,3,4,53,0,1,1,2,6,4,25,41,40,29,1,0,1,24,10,19,9,1,4,2
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Problem-Solving and Leadership,Leadership qualities,26,0.6554,0.6600,0.6923,0.0000,26,0,11,0,15,0,13,0,1,12,9,13,2,2,0,0,19,1,6,0,3,19,0,0,1,2,1,0,6,20,13,13,0,0,1,10,1,9,3,0,1,1
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Problem-Solving and Leadership,Problem-solving skills,30,0.6607,0.6850,0.5000,0.0333,30,0,9,2,19,0,6,0,0,24,11,14,1,4,0,0,17,3,10,1,3,19,0,0,2,3,2,2,7,21,13,17,0,0,2,9,5,7,5,0,0,2
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Reliability and Consistency,Consistency between words and actions,28,0.6043,0.6450,0.2500,0.1071,28,2,12,1,13,2,7,0,0,19,7,9,7,4,1,0,18,1,9,0,1,22,0,0,0,2,3,5,10,13,16,12,0,0,1,13,4,6,4,0,0,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Reliability and Consistency,Reliability and consistency,88,0.7072,0.7500,0.7273,0.0227,88,3,30,1,54,3,21,0,3,61,33,35,14,6,0,0,54,9,25,2,6,70,1,1,2,2,4,1,31,56,42,46,0,0,1,34,15,19,16,2,1,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Reputation and Track Record,Proven track record and reputation,109,0.6261,0.6700,0.4862,0.0092,109,2,42,16,49,2,35,0,8,64,25,48,25,6,4,1,51,17,41,2,7,88,1,0,1,1,9,3,35,71,51,57,1,0,0,39,10,44,10,4,2,0
cf206ae4-b974-45df-a16f-87e176981dbc,"In your community, what makes someone a trustworthy advisor? Please describe specific behaviors or qualities that build trust",Reputation and Track Record,Trustworthiness over time,17,0.7241,0.7600,0.4706,0.0000,17,1,5,2,9,1,3,0,1,12,2,10,3,1,1,0,9,1,7,1,1,11,1,0,2,0,1,2,7,8,9,8,0,0,0,8,1,5,3,0,0,0
